Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
46,Male,3,Software Engineer Manager,16.0,185000.0,China,Chinese,0
30,Female,2,Front end Developer,5.0,105000.0,China,White,0
30,Male,1,Back end Developer,5.0,100000.0,China,Chinese,0
42,Male,2,Software Engineer Manager,13.0,170000.0,Canada,Asian,0
45,Male,3,Project Engineer,16.0,185000.0,Canada,White,1
29,Female,1,Front end Developer,4.0,90000.0,Canada,White,0
32,Female,2,Full Stack Engineer,6.0,115000.0,China,Korean,0
36,Male,1,Software Engineer Manager,8.0,135000.0,USA,African American,0
27,Male,1,Front end Developer,2.0,65000.0,USA,African American,0
43,Female,3,Project Engineer,14.0,190000.0,China,White,1
34,Male,2,Back end Developer,8.0,140000.0,USA,African American,0
46,Male,3,Software Engineer Manager,16.0,185000.0,Australia,Asian,0
33,Female,1,Full Stack Engineer,7.0,130000.0,Canada,White,0
30,Female,2,Front end Developer,5.0,105000.0,China,Chinese,0
33,Female,1,Full Stack Engineer,6.0,115000.0,UK,White,0
27,Male,1,Back end Developer,3.0,80000.0,China,White,0
49,Male,3,Project Engineer,17.0,195000.0,China,White,1
32,Female,2,Full Stack Engineer,6.0,115000.0,Australia,White,0
27,Male,1,Front end Developer,2.0,65000.0,Canada,Black,0
43,Female,3,Project Engineer,14.0,190000.0,China,Chinese,1
33,Female,1,Full Stack Engineer,7.0,130000.0,Australia,Asian,0
30,Male,1,Back end Developer,5.0,100000.0,UK,White,0
42,Male,2,Software Engineer Manager,13.0,170000.0,Australia,White,0
45,Male,3,Project Engineer,16.0,185000.0,UK,Asian,1
29,Female,1,Front end Developer,4.0,90000.0,China,Chinese,0
39,Female,2,Software Engineer Manager,12.0,160000.0,Australia,Australian,0
49,Male,3,Project Engineer,17.0,195000.0,China,Korean,1
32,Female,2,Full Stack Engineer,6.0,115000.0,China,White,0
33,Female,1,Full Stack Engineer,7.0,130000.0,UK,Asian,0
30,Female,2,Front end Developer,5.0,105000.0,Australia,Australian,0
50,Male,3,Project Engineer,19.0,200000.0,Canada,Black,1
45,Male,3,Project Engineer,16.0,185000.0,UK,White,1
29,Female,1,Front end Developer,4.0,90000.0,Australia,White,0
31,Male,2,Software Engineer Manager,8.0,130000.0,Canada,Black,0
27,Male,1,Back end Developer,3.0,80000.0,Australia,Asian,0
43,Male,3,Project Engineer,15.0,180000.0,Canada,White,1
35,Female,2,Full Stack Engineer,8.0,140000.0,Australia,Australian,0
42,Male,1,Software Engineer Manager,12.0,160000.0,UK,Mixed,0
28,Female,1,Front end Developer,2.0,55000.0,UK,Mixed,0
44,Female,3,Project Engineer,16.0,190000.0,USA,African American,1
32,Male,2,Back end Developer,7.0,120000.0,China,White,0
48,Male,3,Software Engineer Manager,18.0,200000.0,UK,White,0
30,Female,1,Full Stack Engineer,5.0,100000.0,China,Chinese,0
34,Male,2,Front end Developer,9.0,150000.0,China,White,0
37,Female,1,Software Engineer Manager,11.0,170000.0,USA,Asian,0
26,Male,1,Back end Developer,2.0,65000.0,Canada,Asian,0
49,Female,3,Project Engineer,19.0,210000.0,China,Chinese,1
29,Male,1,Full Stack Engineer,4.0,90000.0,UK,Welsh,0
41,Male,2,Software Engineer Manager,14.0,180000.0,USA,Asian,0
31,Female,1,Front end Developer,6.0,110000.0,USA,Asian,0
37,Male,2,Software Engineer Manager,10.0,150000.0,Australia,Australian,0
50,Male,3,Project Engineer,18.0,195000.0,UK,Asian,1
43,Female,3,Project Engineer,14.0,190000.0,UK,Asian,1
34,Male,2,Back end Developer,8.0,140000.0,Australia,White,0
46,Male,3,Software Engineer Manager,16.0,185000.0,USA,Hispanic,0
33,Female,1,Full Stack Engineer,7.0,130000.0,USA,Asian,0
30,Female,2,Front end Developer,5.0,105000.0,Canada,Asian,0
50,Male,3,Project Engineer,19.0,200000.0,Australia,Australian,1
36,Male,1,Software Engineer Manager,8.0,135000.0,Canada,Asian,0
27,Male,1,Front end Developer,2.0,65000.0,China,Chinese,0
43,Female,3,Project Engineer,14.0,190000.0,UK,Mixed,1
33,Female,1,Full Stack Engineer,7.0,130000.0,Australia,Australian,0
29,Female,1,Front end Developer,4.0,90000.0,USA,Hispanic,0
39,Female,2,Software Engineer Manager,12.0,160000.0,UK,White,0
27,Male,1,Back end Developer,3.0,80000.0,Canada,Asian,0
49,Male,3,Project Engineer,17.0,195000.0,Canada,Asian,1
32,Female,2,Full Stack Engineer,6.0,115000.0,USA,Asian,0
36,Male,1,Software Engineer Manager,8.0,135000.0,China,White,0
27,Male,1,Front end Developer,2.0,65000.0,Australia,White,0
46,Female,3,Project Engineer,16.0,185000.0,China,White,1
33,Male,1,Full Stack Engineer,7.0,130000.0,USA,White,0
30,Male,2,Front end Developer,5.0,105000.0,China,White,0
50,Male,3,Software Engineer Manager,20.0,210000.0,Australia,Asian,0
31,Male,1,Back end Developer,6.0,95000.0,China,Chinese,0
39,Female,2,Software Engineer Manager,11.0,170000.0,Australia,White,0
44,Female,3,Project Engineer,16.0,190000.0,Australia,Australian,1
32,Male,2,Back end Developer,7.0,120000.0,UK,Mixed,0
48,Male,3,Software Engineer Manager,19.0,200000.0,USA,White,0
30,Female,1,Full Stack Engineer,5.0,100000.0,UK,White,0
34,Male,2,Front end Developer,9.0,150000.0,USA,Hispanic,0
37,Female,1,Software Engineer Manager,11.0,170000.0,Australia,Australian,0
26,Male,1,Back end Developer,2.0,65000.0,UK,White,0
49,Female,3,Project Engineer,19.0,210000.0,USA,Hispanic,1
29,Male,1,Full Stack Engineer,4.0,90000.0,Australia,Asian,0
41,Male,2,Software Engineer Manager,14.0,180000.0,UK,Asian,0
37,Male,2,Software Engineer Manager,10.0,150000.0,USA,African American,0
27,Male,1,Back end Developer,3.0,80000.0,Canada,White,0
50,Male,3,Project Engineer,18.0,195000.0,Canada,Asian,1
27,Male,1,Front end Developer,2.0,65000.0,UK,Asian,0
34,Male,2,Back end Developer,8.0,140000.0,UK,White,0
30,Female,2,Front end Developer,5.0,105000.0,UK,Welsh,0
30,Male,1,Back end Developer,5.0,100000.0,UK,Welsh,0
42,Male,2,Software Engineer Manager,13.0,170000.0,China,White,0
27,Male,1,Front end Developer,2.0,65000.0,UK,White,0
33,Female,1,Full Stack Engineer,7.0,130000.0,UK,Mixed,0
43,Female,3,Project Engineer,14.0,190000.0,USA,White,1
28,Male,1,Software Engineer,4.0,75000.0,Canada,Asian,0
33,Female,2,Data Analyst,7.0,95000.0,Australia,Australian,0
44,Male,3,Data Scientist,15.0,180000.0,UK,Welsh,1
31,Male,2,Product Manager,6.0,120000.0,Canada,White,0
25,Female,2,Software Engineer,2.0,60000.0,UK,White,0
38,Male,1,Data Scientist,10.0,150000.0,USA,African American,0
27,Male,1,Software Engineer,3.0,70000.0,Australia,White,0
33,Male,2,Data Analyst,8.0,100000.0,China,Korean,0
36,Male,3,Data Scientist,12.0,170000.0,Canada,Asian,1
30,Female,1,Software Engineer,5.0,90000.0,Canada,Asian,0
42,Male,2,Product Manager,14.0,180000.0,China,White,0
35,Female,2,Data Analyst,9.0,120000.0,USA,Hispanic,0
27,Female,1,Software Engineer,3.0,70000.0,China,Korean,0
34,Male,2,Data Scientist,9.0,140000.0,USA,White,0
23,Female,1,Software Engineer,1.0,50000.0,USA,Hispanic,0
32,Male,2,Product Manager,7.0,110000.0,Australia,Asian,0
25,Female,2,Software Engineer,2.0,60000.0,Australia,Australian,0
37,Male,1,Data Analyst,11.0,160000.0,China,White,0
28,Male,1,Software Engineer,4.0,75000.0,UK,Mixed,0
34,Male,2,Data Analyst,8.0,100000.0,Canada,Black,0
36,Male,3,Data Scientist,12.0,170000.0,China,White,1
30,Female,1,Software Engineer,5.0,90000.0,USA,African American,0
35,Female,2,Data Analyst,9.0,120000.0,USA,White,0
27,Female,1,Software Engineer,3.0,70000.0,UK,White,0
34,Male,2,Data Scientist,9.0,140000.0,China,Chinese,0
23,Female,1,Software Engineer,1.0,50000.0,USA,White,0
32,Male,2,Product Manager,7.0,110000.0,Canada,Asian,0
25,Female,2,Software Engineer,2.0,60000.0,UK,Asian,0
37,Male,1,Data Analyst,11.0,160000.0,China,Korean,0
34,Male,2,Data Analyst,8.0,100000.0,China,Chinese,0
36,Male,3,Data Scientist,12.0,170000.0,UK,Asian,1
30,Female,1,Software Engineer,5.0,90000.0,China,Chinese,0
42,Male,2,Product Manager,14.0,180000.0,USA,White,0
35,Female,2,Data Analyst,9.0,120000.0,Australia,Asian,0
34,Male,2,Data Scientist,9.0,140000.0,UK,Welsh,0
23,Female,1,Software Engineer,1.0,50000.0,China,White,0
32,Male,2,Product Manager,7.0,110000.0,China,White,0
25,Female,2,Software Engineer,2.0,60000.0,China,Chinese,0
37,Male,1,Data Analyst,11.0,160000.0,USA,African American,0
28,Male,1,Software Engineer,4.0,75000.0,USA,Hispanic,0
34,Male,2,Data Analyst,8.0,100000.0,Canada,White,0
36,Male,3,Data Scientist,12.0,170000.0,Australia,Australian,1
30,Female,1,Software Engineer,5.0,90000.0,UK,Asian,0
42,Male,2,Product Manager,14.0,180000.0,UK,White,0
35,Female,2,Data Analyst,9.0,120000.0,Canada,Asian,0
34,Male,2,Data Scientist,9.0,140000.0,Australia,White,0
23,Female,1,Software Engineer,1.0,50000.0,China,Chinese,0
32,Male,2,Product Manager,7.0,110000.0,Canada,Black,0
25,Female,2,Software Engineer,2.0,60000.0,Australia,White,0
37,Male,1,Data Analyst,11.0,160000.0,Australia,White,0
28,Male,1,Software Engineer,4.0,75000.0,UK,Asian,0
30,Female,1,Software Engineer,5.0,90000.0,China,Korean,0
42,Male,2,Product Manager,14.0,180000.0,Australia,Asian,0
35,Female,2,Data Analyst,9.0,120000.0,Canada,Black,0
27,Female,1,Software Engineer,3.0,70000.0,Canada,White,0
34,Male,2,Data Scientist,9.0,140000.0,USA,African American,0
23,Female,1,Software Engineer,1.0,50000.0,China,Korean,0
34,Male,2,Data Analyst,8.0,100000.0,UK,Asian,0
30,Female,1,Software Engineer,5.0,90000.0,Australia,Asian,0
42,Male,2,Product Manager,14.0,180000.0,UK,Welsh,0
35,Female,2,Data Analyst,9.0,120000.0,UK,Mixed,0
27,Female,1,Software Engineer,3.0,70000.0,Canada,Asian,0
32,Male,2,Product Manager,7.0,110000.0,UK,Welsh,0
25,Female,2,Software Engineer,2.0,60000.0,UK,Mixed,0
28,Male,1,Software Engineer,4.0,75000.0,UK,Welsh,0
36,Male,3,Data Scientist,12.0,170000.0,UK,White,1
30,Female,1,Software Engineer,5.0,90000.0,USA,Asian,0
42,Male,2,Product Manager,14.0,180000.0,Australia,Australian,0
27,Female,1,Software Engineer,3.0,70000.0,USA,White,0
23,Female,1,Software Engineer,1.0,50000.0,Canada,Black,0
34,Female,1,Full Stack Engineer,8.0,122485.0,China,Korean,0
25,Male,3,Software Engineer Manager,12.0,169159.0,China,Chinese,0
43,Male,2,Software Engineer,21.0,187081.0,Australia,Asian,1
27,Female,2,Front end Developer,5.0,78354.0,China,Korean,0
25,Male,1,Back end Developer,2.0,90249.0,China,White,0
29,Female,2,Software Engineer,6.0,132720.0,Canada,Asian,1
52,Male,3,Software Engineer Manager,23.0,161568.0,USA,White,0
41,Male,2,Front end Developer,13.0,127346.0,Australia,Asian,0
49,Female,1,Back end Developer,19.0,120177.0,UK,Mixed,0
35,Male,2,Project Engineer,8.0,101332.0,Australia,Australian,1
57,Female,3,Full Stack Engineer,30.0,121450.0,Australia,Australian,0
35,Female,1,Project Engineer,12.0,166375.0,Canada,Asian,1
43,Male,2,Software Engineer,21.0,185119.0,Canada,Black,1
37,Female,1,Full Stack Engineer,10.0,149217.0,China,White,0
50,Male,2,Software Engineer Manager,21.0,166512.0,UK,Welsh,0
52,Female,2,Software Engineer,28.0,186963.0,Australia,Australian,1
26,Male,1,Back end Developer,3.0,75072.0,USA,Hispanic,0
34,Female,2,Full Stack Engineer,10.0,163398.0,UK,Mixed,0
30,Male,0,Project Engineer,11.0,103947.0,Australia,Asian,1
60,Female,3,Software Engineer Manager,33.0,179180.0,China,White,0
50,Male,1,Back end Developer,23.0,175966.0,China,Korean,0
58,Male,2,Software Engineer,27.0,190004.0,China,White,1
35,Female,2,Full Stack Engineer,10.0,152039.0,USA,Asian,0
28,Male,2,Front end Developer,5.0,76742.0,Australia,Australian,0
57,Female,3,Software Engineer Manager,33.0,191790.0,China,Korean,0
46,Female,1,Software Engineer,20.0,139398.0,China,Chinese,1
28,Male,0,Back end Developer,7.0,95845.0,UK,Asian,0
34,Male,2,Full Stack Engineer,12.0,160976.0,USA,African American,0
33,Female,2,Project Engineer,9.0,126753.0,Australia,White,1
33,Male,2,Software Engineer,8.0,139817.0,Canada,White,1
53,Male,3,Software Engineer Manager,25.0,181714.0,Canada,White,0
35,Female,1,Back end Developer,10.0,114776.0,Australia,Asian,0
30,Male,2,Full Stack Engineer,6.0,105725.0,Canada,White,0
24,Female,0,Project Engineer,1.0,52731.0,Canada,Black,1
36,Male,2,Front end Developer,8.0,106492.0,Australia,Asian,0
27,Female,1,Full Stack Engineer,4.0,73895.0,Canada,White,0
23,Male,3,Software Engineer Manager,1.0,119836.0,UK,Asian,0
28,Female,2,Software Engineer,5.0,99747.0,Australia,Australian,1
52,Male,1,Back end Developer,25.0,168287.0,USA,White,0
28,Female,2,Full Stack Engineer,7.0,115920.0,China,Korean,0
32,Male,2,Project Engineer,11.0,128078.0,Canada,Asian,1
24,Female,1,Front end Developer,1.0,51265.0,USA,Asian,0
43,Male,0,Software Engineer,22.0,165919.0,Australia,White,1
60,Female,3,Software Engineer Manager,34.0,188651.0,Canada,Asian,0
24,Male,2,Back end Developer,1.0,55538.0,USA,Asian,0
55,Male,1,Project Engineer,28.0,193964.0,UK,Asian,1
29,Female,2,Full Stack Engineer,4.0,104702.0,Australia,Asian,0
44,Male,3,Software Engineer Manager,19.0,172955.0,USA,African American,0
40,Female,2,Software Engineer,16.0,138032.0,USA,Hispanic,1
27,Male,1,Back end Developer,4.0,82683.0,UK,Mixed,0
43,Male,2,Full Stack Engineer,17.0,155414.0,UK,White,0
49,Female,0,Project Engineer,25.0,154207.0,Canada,White,1
30,Male,2,Front end Developer,8.0,107895.0,USA,White,0
42,Female,1,Software Engineer,18.0,148446.0,China,White,1
26,Male,2,Full Stack Engineer,4.0,102859.0,UK,White,0
41,Female,3,Software Engineer Manager,13.0,138662.0,China,Korean,0
46,Male,1,Project Engineer,23.0,181699.0,China,White,1
57,Female,2,Full Stack Engineer,33.0,188232.0,Canada,Black,0
22,Female,0,Back end Developer,1.0,51832.0,UK,White,0
54,Male,3,Software Engineer Manager,28.0,188484.0,China,Chinese,0
42,Female,2,Software Engineer,16.0,138286.0,UK,Asian,1
49,Male,1,Full Stack Engineer,22.0,181132.0,China,Korean,0
27,Female,2,Back end Developer,4.0,73938.0,USA,Asian,0
36,Male,1,Project Engineer,14.0,119224.0,USA,White,1
31,Female,2,Full Stack Engineer,6.0,101186.0,China,Korean,0
39,Male,2,Software Engineer Manager,14.0,142360.0,Canada,Asian,0
41,Female,1,Project Engineer,20.0,151315.0,Australia,Australian,1
48,Male,3,Full Stack Engineer,23.0,181021.0,USA,White,0
39,Female,2,Software Engineer,15.0,134641.0,Australia,White,1
48,Male,1,Front end Developer,23.0,173851.0,Australia,Australian,0
47,Male,2,Project Engineer,25.0,178859.0,Canada,White,1
29,Female,3,Full Stack Engineer,5.0,98568.0,Australia,White,0
32,Male,1,Software Engineer Manager,9.0,104661.0,Canada,Asian,0
38,Female,2,Software Engineer,13.0,134858.0,USA,Hispanic,1
34,Male,1,Back end Developer,10.0,94502.0,UK,Asian,0
34,Female,1,Full Stack Engineer,8.0,122485.0,UK,White,0
25,Male,3,Software Engineer Manager,12.0,169159.0,China,White,0
43,Male,2,Software Engineer,21.0,187081.0,UK,Asian,1
27,Female,2,Front end Developer,5.0,78354.0,China,White,0
25,Male,1,Back end Developer,2.0,90249.0,China,Chinese,0
29,Female,2,Software Engineer,6.0,132720.0,USA,African American,1
52,Male,3,Software Engineer Manager,23.0,161568.0,USA,Hispanic,0
41,Male,2,Front end Developer,13.0,127346.0,USA,Asian,0
49,Female,1,Back end Developer,19.0,120177.0,Canada,White,0
35,Male,2,Project Engineer,8.0,101332.0,China,White,1
57,Female,3,Full Stack Engineer,30.0,121450.0,Canada,Black,0
35,Female,1,Project Engineer,12.0,166375.0,China,White,1
43,Male,2,Software Engineer,21.0,185119.0,Canada,White,1
37,Female,1,Full Stack Engineer,10.0,149217.0,China,Chinese,0
50,Male,2,Software Engineer Manager,21.0,166512.0,UK,White,0
52,Female,2,Software Engineer,28.0,186963.0,China,Korean,1
26,Male,1,Back end Developer,3.0,75072.0,Canada,Asian,0
34,Female,2,Full Stack Engineer,10.0,163398.0,China,Chinese,0
30,Male,0,Project Engineer,11.0,103947.0,Canada,Black,1
60,Female,3,Software Engineer Manager,33.0,179180.0,Australia,Asian,0
50,Male,1,Back end Developer,23.0,175966.0,Australia,Asian,0
58,Male,2,Software Engineer,27.0,190004.0,USA,White,1
35,Female,2,Full Stack Engineer,10.0,152039.0,Australia,Asian,0
28,Male,2,Front end Developer,5.0,76742.0,USA,Asian,0
57,Female,3,Software Engineer Manager,33.0,191790.0,China,Chinese,0
46,Female,1,Software Engineer,20.0,139398.0,China,White,1
28,Male,0,Back end Developer,7.0,95845.0,China,White,0
34,Male,2,Full Stack Engineer,12.0,160976.0,China,White,0
33,Male,2,Software Engineer,8.0,139817.0,Australia,White,1
53,Male,3,Software Engineer Manager,25.0,181714.0,China,White,0
35,Female,1,Back end Developer,10.0,114776.0,USA,Asian,0
30,Male,2,Full Stack Engineer,6.0,105725.0,China,Chinese,0
36,Male,2,Front end Developer,8.0,106492.0,China,Chinese,0
27,Female,1,Full Stack Engineer,4.0,73895.0,Canada,Black,0
23,Male,3,Software Engineer Manager,1.0,119836.0,UK,Welsh,0
28,Female,2,Full Stack Engineer,7.0,115920.0,Australia,Asian,0
32,Male,2,Project Engineer,11.0,128078.0,USA,Hispanic,1
24,Female,1,Front end Developer,1.0,51265.0,UK,Mixed,0
43,Male,0,Software Engineer,22.0,165919.0,Australia,Australian,1
60,Female,3,Software Engineer Manager,34.0,188651.0,China,Korean,0
24,Male,2,Back end Developer,1.0,55538.0,USA,Hispanic,0
55,Male,1,Project Engineer,28.0,193964.0,Australia,Asian,1
29,Female,2,Full Stack Engineer,4.0,104702.0,China,White,0
44,Male,3,Software Engineer Manager,19.0,172955.0,UK,Mixed,0
40,Female,2,Software Engineer,16.0,138032.0,China,Korean,1
27,Male,1,Back end Developer,4.0,82683.0,China,Chinese,0
43,Male,2,Full Stack Engineer,17.0,155414.0,China,Chinese,0
49,Female,0,Project Engineer,25.0,154207.0,UK,Asian,1
30,Male,2,Front end Developer,8.0,107895.0,Canada,White,0
42,Female,1,Software Engineer,18.0,148446.0,Canada,Asian,1
26,Male,2,Full Stack Engineer,4.0,102859.0,UK,Welsh,0
41,Female,3,Software Engineer Manager,13.0,138662.0,USA,Asian,0
46,Male,1,Project Engineer,23.0,181699.0,Australia,Asian,1
57,Female,2,Full Stack Engineer,33.0,188232.0,UK,Mixed,0
22,Female,0,Back end Developer,1.0,51832.0,USA,White,0
54,Male,3,Software Engineer Manager,28.0,188484.0,China,White,0
42,Female,2,Software Engineer,16.0,138286.0,UK,Welsh,1
49,Male,1,Full Stack Engineer,22.0,181132.0,Australia,Australian,0
27,Female,2,Back end Developer,4.0,73938.0,Canada,White,0
36,Male,1,Project Engineer,14.0,119224.0,China,Korean,1
31,Female,2,Full Stack Engineer,6.0,101186.0,USA,Asian,0
39,Male,2,Software Engineer Manager,14.0,142360.0,USA,African American,0
41,Female,1,Project Engineer,20.0,151315.0,USA,White,1
48,Male,3,Full Stack Engineer,23.0,181021.0,UK,Mixed,0
39,Female,2,Software Engineer,15.0,134641.0,China,White,1
48,Male,1,Front end Developer,23.0,173851.0,China,Korean,0
47,Male,2,Project Engineer,25.0,178859.0,Canada,Asian,1
29,Female,3,Full Stack Engineer,5.0,98568.0,Canada,Black,0
32,Male,1,Software Engineer Manager,9.0,104661.0,USA,Hispanic,0
38,Female,2,Software Engineer,13.0,134858.0,Canada,White,1
34,Male,1,Back end Developer,10.0,94502.0,UK,Welsh,0
36,Male,1,Front end Developer,14.0,139095.0,UK,Asian,0
30,Female,2,Project Engineer,5.0,106278.0,China,Korean,1
28,Male,2,Full Stack Engineer,4.0,90452.0,USA,Hispanic,0
46,Female,3,Software Engineer Manager,23.0,168304.0,China,White,0
34,Male,1,Back end Developer,10.0,126593.0,China,White,0
44,Male,2,Software Engineer,19.0,152203.0,Canada,White,1
55,Female,3,Software Engineer Manager,30.0,183138.0,USA,African American,0
35,Male,2,Full Stack Engineer,9.0,130275.0,China,Korean,0
54,Male,1,Project Engineer,29.0,191915.0,Canada,Asian,1
23,Female,0,Back end Developer,2.0,62807.0,USA,African American,0
46,Male,2,Software Engineer,21.0,174305.0,UK,Mixed,1
33,Female,1,Full Stack Engineer,9.0,133326.0,USA,Asian,0
26,Male,2,Front end Developer,4.0,75656.0,China,Chinese,0
43,Female,3,Software Engineer Manager,19.0,155944.0,UK,White,0
36,Male,2,Full Stack Engineer,11.0,137775.0,Australia,Asian,0
23,Female,1,Project Engineer,1.0,51831.0,Australia,Asian,1
49,Male,2,Software Engineer Manager,22.0,182237.0,China,Korean,0
35,Female,2,Full Stack Engineer,10.0,151901.0,UK,Mixed,0
31,Male,1,Back end Developer,8.0,100052.0,Australia,Australian,0
43,Male,2,Full Stack Engineer,20.0,167207.0,UK,Mixed,0
33,Female,2,Project Engineer,10.0,112439.0,UK,Mixed,1
52,Female,3,Software Engineer Manager,29.0,194214.0,UK,White,0
28,Male,1,Full Stack Engineer,5.0,84407.0,China,Korean,0
36,Female,2,Software Engineer,13.0,139413.0,UK,Welsh,1
43,Male,1,Project Engineer,20.0,143084.0,China,White,1
50,Female,2,Full Stack Engineer,25.0,192344.0,USA,White,0
24,Male,3,Software Engineer Manager,1.0,106132.0,Australia,Asian,0
52,Male,2,Software Engineer,26.0,184816.0,USA,Hispanic,1
46,Female,1,Back end Developer,19.0,150248.0,Australia,Asian,0
38,Male,2,Full Stack Engineer,15.0,170995.0,China,Korean,0
29,Male,1,Project Engineer,6.0,88035.0,Canada,Asian,1
33,Female,2,Front end Developer,10.0,119419.0,China,Chinese,0
47,Male,3,Software Engineer Manager,21.0,173582.0,Canada,Black,0
45,Female,2,Software Engineer,23.0,174436.0,Canada,Black,1
28,Male,1,Back end Developer,4.0,71699.0,Canada,Asian,0
42,Female,2,Full Stack Engineer,14.0,163558.0,USA,Hispanic,0
46,Male,1,Project Engineer,24.0,166828.0,USA,Asian,1
38,Female,3,Software Engineer Manager,15.0,144496.0,China,Korean,0
54,Male,2,Software Engineer,31.0,193746.0,Canada,Asian,1
33,Female,2,Full Stack Engineer,8.0,122581.0,Australia,Australian,0
27,Male,0,Back end Developer,4.0,79767.0,USA,African American,0
50,Female,1,Project Engineer,25.0,177177.0,Australia,White,1
26,Male,2,Full Stack Engineer,4.0,89843.0,Australia,Asian,0
31,Female,2,Software Engineer,6.0,113563.0,UK,Mixed,1
35,Male,1,Front end Developer,10.0,128712.0,Australia,Asian,0
44,Female,3,Software Engineer Manager,18.0,161621.0,USA,Hispanic,0
32,Male,2,Project Engineer,8.0,121454.0,USA,White,1
54,Male,1,Full Stack Engineer,25.0,179987.0,USA,White,0
26,Female,2,Front end Developer,3.0,72649.0,Australia,White,0
23,Male,3,Software Engineer Manager,1.0,52612.0,UK,Welsh,0
48,Female,2,Software Engineer,24.0,184006.0,USA,White,1
38,Male,1,Back end Developer,12.0,131960.0,USA,Asian,0
30,Female,2,Full Stack Engineer,5.0,102465.0,USA,White,0
40,Male,2,Software Engineer Manager,16.0,149748.0,UK,White,0
45,Female,1,Project Engineer,22.0,171036.0,Australia,Australian,1
36,Male,2,Full Stack Engineer,13.0,146351.0,China,Chinese,0
52,Male,3,Software Engineer Manager,26.0,185462.0,Canada,Black,0
31,Female,1,Software Engineer,7.0,107718.0,USA,White,1
26,Male,2,Full Stack Engineer,4.0,90944.0,Canada,Asian,0
30,Female,2,Project Engineer,5.0,100425.0,UK,White,1
24,Male,1,Back end Developer,2.0,63901.0,Canada,White,0
45,Male,2,Software Engineer,22.0,181902.0,China,Korean,1
33,Female,2,Full Stack Engineer,9.0,136533.0,UK,White,0
38,Male,1,Front end Developer,11.0,136285.0,Canada,White,0
54,Female,3,Software Engineer Manager,31.0,191818.0,Australia,Australian,0
42,Male,2,Full Stack Engineer,19.0,176643.0,Canada,Black,0
28,Female,1,Project Engineer,4.0,70022.0,USA,White,1
30,Male,2,Front end Developer,6.0,99363.0,Australia,Asian,0
43,Female,2,Software Engineer,19.0,152944.0,USA,African American,1
35,Male,1,Back end Developer,10.0,123386.0,USA,Hispanic,0
44,Male,2,Full Stack Engineer,21.0,168906.0,USA,African American,0
55,Female,1,Project Engineer,30.0,183020.0,China,Chinese,1
23,Male,0,Front end Developer,1.0,47898.0,USA,African American,0
39,Female,2,Software Engineer,14.0,135853.0,USA,Hispanic,1
43,Male,1,Full Stack Engineer,17.0,149198.0,China,Korean,0
29,Male,3,Software Engineer Manager,6.0,106662.0,Canada,Asian,0
51,Male,2,Software Engineer,28.0,186610.0,Canada,White,1
30,Female,1,Project Engineer,6.0,89995.0,UK,Welsh,1
26,Male,2,Full Stack Engineer,4.0,85825.0,China,Chinese,0
39,Female,3,Software Engineer Manager,13.0,143814.0,China,Korean,0
49,Male,2,Front end Developer,24.0,174726.0,UK,Asian,0
42,Female,1,Software Engineer,20.0,150534.0,UK,White,1
27,Male,1,Back end Developer,4.0,68732.0,UK,Mixed,0
43,Male,2,Full Stack Engineer,21.0,187951.0,UK,White,0
37,Female,1,Project Engineer,13.0,137336.0,Australia,White,1
51,Male,3,Software Engineer Manager,26.0,191159.0,China,White,0
29,Female,2,Full Stack Engineer,5.0,102868.0,China,Korean,0
43,Male,1,Software Engineer,20.0,154281.0,USA,White,1
31,Male,2,Back end Developer,8.0,111535.0,Canada,Black,0
30,Female,2,Project Engineer,6.0,107906.0,UK,Mixed,1
36,Male,1,Full Stack Engineer,13.0,143885.0,China,White,0
52,Female,3,Software Engineer Manager,27.0,180958.0,Australia,Asian,0
28,Male,2,Software Engineer,6.0,108607.0,USA,Asian,1
49,Male,1,Back end Developer,24.0,178284.0,USA,Asian,0
27,Female,2,Front end Developer,4.0,75969.0,Australia,White,0
41,Male,2,Project Engineer,15.0,143705.0,Australia,Asian,1
56,Female,3,Software Engineer Manager,31.0,197354.0,UK,White,0
46,Male,1,Software Engineer,22.0,174324.0,USA,African American,1
32,Female,2,Full Stack Engineer,8.0,123781.0,USA,Hispanic,0
38,Male,3,Software Engineer Manager,12.0,141735.0,China,Chinese,0
52,Male,2,Project Engineer,28.0,187120.0,Australia,White,1
24,Female,1,Back end Developer,1.0,61095.0,Australia,Asian,0
49,Male,2,Full Stack Engineer,22.0,179045.0,USA,African American,0
35,Female,2,Software Engineer,10.0,130355.0,Canada,Asian,1
31,Male,1,Front end Developer,7.0,103282.0,USA,White,0
44,Female,3,Software Engineer Manager,18.0,157872.0,Australia,Asian,0
33,Male,2,Project Engineer,10.0,117314.0,UK,Mixed,1
54,Male,1,Software Engineer,30.0,186321.0,UK,Welsh,1
33,Female,2,Full Stack Engineer,11.0,129686.0,USA,White,0
27,Male,0,Back end Developer,3.0,68611.0,UK,White,0
51,Female,2,Project Engineer,25.0,177913.0,UK,Asian,1
26,Male,2,Full Stack Engineer,3.0,68472.0,China,Korean,0
31,Female,2,Software Engineer,6.0,113065.0,China,Korean,1
35,Male,1,Front end Developer,9.0,125091.0,Canada,White,0
45,Female,3,Software Engineer Manager,23.0,172925.0,UK,Mixed,0
